CustomerID,Age,AnnualIncome,SpendingScore,VisitFrequency
243,49,52562.981571919125,68,4
244,21,47240.24995470981,86,7
245,28,50276.5089959809,15,12
246,34,55213.72558042507,85,1
247,55,41903.60479535958,79,8
248,41,38325.42911896531,86,12
249,22,52937.67882646522,92,10
250,69,35324.40833577452,14,12
251,51,56123.79133571708,27,11
252,23,24461.245936432395,40,6
253,39,65437.33455988466,58,5
254,28,57088.96223619564,28,10
255,65,53840.44601470813,26,11
256,33,64740.36475918271,63,14
257,50,74982.11666693864,66,9
258,26,65215.55097527196,25,2
259,23,22386.88653002532,3,5
260,33,30806.345498964478,72,6
261,46,40627.72133456482,44,7
262,20,50391.36575316251,97,5
263,37,57764.88530703685,42,9
264,53,39113.84280269802,99,1
265,36,52801.50146715617,6,7
266,43,38669.256014700164,39,10
267,20,40827.23295512078,52,7
268,36,28900.083547276667,23,4
269,37,36151.50130833643,89,9
270,49,29724.730915754997,50,14
271,24,35361.90120534001,43,12
272,69,65804.62694911759,19,11
273,58,35759.01666752085,69,5
274,50,89485.73097256086,51,4
275,57,57399.76851321334,11,13
276,56,52772.54185542311,12,7
277,35,37124.6332972818,74,4
278,57,60504.64819113487,8,3
279,18,41365.43260643339,24,9
280,28,51830.147219680424,92,11
281,45,88401.26807403192,41,8
282,42,48559.10150413025,36,1
283,67,67239.09989428514,85,7
284,40,39452.35362311169,72,9
285,48,49475.17264254557,55,8
286,47,76562.00953453264,9,8
287,59,40595.494133183485,47,13
288,52,77186.72836995393,15,6
289,24,60616.279031832135,48,11
290,33,41562.99836158598,82,4
291,43,59486.116085832815,42,8
292,65,64588.316744400945,60,3
293,69,59327.149433257946,84,13
294,66,26446.629201643154,70,9
295,19,39092.94236262697,12,13
296,18,46287.22046672743,2,2
297,65,48883.498563499306,7,2
298,29,59310.08146326017,80,12
299,22,52665.51501399881,3,13
300,54,29969.83461934848,3,12
301,49,55702.967765089445,27,7
302,26,59158.786179257346,40,12
303,58,58396.856718965595,33,10
304,52,66211.71088331932,92,4
305,36,62508.83231823356,1,10
306,65,56887.70118842655,8,8
307,33,48947.51432812029,32,9
308,20,25085.58599726013,48,7
309,37,56444.273286988784,4,5
310,41,53115.31530744667,94,8
311,50,54073.6825579306,70,4
312,41,30848.77136269536,19,2
313,69,33784.151893876064,32,11
314,28,65797.29279999355,9,12
315,66,49406.672692150176,12,6
316,25,60222.510460589365,11,9
317,53,50424.77564195692,46,1
318,55,50446.34209243618,16,11
319,57,64074.25708963996,1,10
320,37,42259.32907673939,63,12
321,52,51441.811654114754,21,7
322,65,43065.87066942436,30,10
323,42,43482.55658851527,13,9
324,52,45362.41814797041,34,10
325,42,53332.00657450569,4,9
326,46,42818.77067504784,28,10
327,35,68836.34188360281,95,11
328,63,36580.89046670744,59,13
329,35,47196.92533757961,27,3
330,19,43404.034125887374,69,11
331,52,71704.668265306,25,13
332,33,52948.32164767362,3,5
333,58,65477.66809202952,97,8
334,53,27716.59440444542,68,8
335,50,54005.75398803888,25,4
336,21,63344.46193435155,20,12
337,50,51234.259839131366,34,11
338,31,65982.20562598026,26,11
339,38,42240.673248494415,5,1
340,65,71140.2116027837,99,1
341,37,84483.47185428876,61,4
342,25,44557.42159340512,92,6
343,24,43317.462178988426,93,8
344,20,71800.7671567655,9,6
345,34,73693.58218596068,50,12
346,50,42157.09959270098,6,9
347,65,43697.19774356214,83,9
348,29,45773.230867092396,60,14
349,68,29833.242334485843,44,2
350,39,36220.22080273703,11,10
351,39,34937.88849871898,66,1
352,63,38483.03652343807,47,2
353,47,49479.72668919828,73,5
354,55,53513.22098804781,85,4
355,55,73257.50739221115,88,4
356,62,35024.68938891814,98,9
357,68,64764.83597714876,86,11
358,25,46790.16733661736,3,8
359,44,49258.044355213504,76,6
360,44,60122.29238249906,92,1
361,51,33159.16967656552,30,2
362,38,55736.14619276076,90,6
363,47,52496.78312319584,21,11
364,50,57386.76896012224,28,2
365,45,54337.52965861727,90,13
366,64,86829.50209866342,62,10
367,50,40433.900236230256,33,5
368,22,42035.04567497274,85,14
369,65,40652.89210362853,35,5
370,36,41667.843212596184,52,6
371,21,40439.19309040223,34,6
372,52,67835.24796661327,41,14
373,66,71307.56371984782,51,6
374,34,41438.805593757854,47,14
375,61,37514.66640343657,82,2
376,45,57071.23334579606,58,14
377,47,41716.65433578543,75,10
378,46,59493.97726633266,57,14
379,63,53043.845312769496,23,13
380,23,27263.838275041522,48,14
381,52,73212.57801995092,22,3
382,58,76938.16509643283,17,14
383,54,40808.16964273421,69,6
384,41,44184.47660096024,11,13
385,46,54287.98086087358,94,8
386,66,55016.851849805375,15,12
387,63,59878.164090092454,91,13
388,48,80153.06808149524,35,11
389,52,47345.79158758926,33,12
390,50,38025.541331923196,84,1
391,69,29310.21157978209,16,1
392,38,39036.04940087121,34,11
393,49,49503.095406893044,66,13
394,40,76918.36795276681,99,2
395,50,42235.830514457426,40,11
396,20,53356.819274583475,28,12
397,35,49753.65655890872,47,12
398,42,67825.89910172127,39,6
399,59,87903.98638810433,70,9
400,48,42036.96840619519,73,4
401,20,42658.40836222667,20,3
402,57,65662.41315603608,1,12
403,63,60228.37234439467,72,8
404,41,77700.6098860405,87,11
405,67,58758.92277988946,63,10
406,49,44610.61863819411,67,14
407,64,58859.82246038464,4,9
408,39,66630.55370874362,58,12
409,40,62307.23271796046,25,11
410,19,57609.11046660947,47,5
411,44,66000.1203438373,38,9
412,59,67539.4338566851,15,2
413,19,70732.38486556291,63,3
414,43,59730.64831384464,21,7
415,34,47493.22879524718,99,7
416,57,52200.705296499844,57,6
417,50,68097.63449762535,53,6
418,26,37745.964935191456,46,2
419,60,55530.099633093516,14,10
420,65,44099.91781508959,76,6
421,56,50431.17234402226,17,4
422,46,69176.77793910948,39,12
423,59,52866.48602029855,9,3
424,43,50696.54822234223,99,13
425,52,29602.15788530121,77,11
426,67,61193.80349040831,79,13
427,42,59682.26271711613,82,2
428,41,82448.8208495819,97,1
429,30,45383.32647570499,6,11
430,24,53287.254914959085,91,11
431,53,53740.75525566133,23,5
432,62,73661.79919645212,59,2
433,37,48570.567014195716,91,2
434,18,54185.32288655509,98,7
435,25,59118.44764574809,46,8
436,63,52799.13684734537,38,13
437,33,43303.49578174208,14,10
438,31,52911.34989347462,72,8
439,29,66104.47624789659,62,14
440,68,34602.270508834095,35,4
441,40,51994.54511220314,19,14
442,32,39498.1877759124,30,1
443,45,67925.69943387264,78,11
444,51,27152.19642824338,84,7
445,19,41616.17229092617,25,1
446,49,55658.17812596781,40,11
447,40,73482.86043851511,88,4
448,39,49013.746083905186,14,8
449,68,41672.00709960202,26,2
450,42,78217.35604160884,87,6
451,39,28279.79149375634,22,13
452,39,17017.910650698774,48,6
453,66,56600.216750799984,83,12
454,69,42469.18663471083,51,9
455,59,34681.5077430393,3,5
456,23,60625.3467094903,42,10
457,32,53657.010706567984,19,4
458,60,41538.820538949076,73,5
459,54,30795.434019936583,28,12
460,50,63086.859924202174,84,12
461,25,59753.017669379915,45,10
462,61,48512.36204330926,71,11
463,61,77699.554940715,78,5
464,22,33948.72850510771,63,8
465,56,27117.122436128917,73,10
466,21,39621.378951781335,19,12
467,23,49316.209754667536,47,8
468,62,53650.091739840376,14,2
469,49,46381.459132155054,38,7
470,69,55280.83094771445,53,8
471,47,31226.90863714334,61,11
472,64,71656.46906109889,36,6
473,52,48767.732324111465,40,5
474,57,66759.43747382192,81,11
475,69,55140.88019566556,30,9
476,33,56851.29828730676,9,13
477,30,58546.50920348306,64,3
478,67,56715.628400259724,33,12
479,59,59640.84139801316,52,13
480,47,69937.28795198648,89,13
481,36,52947.817545522055,14,10
482,34,60635.05636382769,75,4
483,36,48653.964585691596,53,9
484,45,71601.75823174209,99,6
485,43,39854.115469110955,59,8
486,54,77014.10649366223,78,7
487,43,49397.63074033485,94,11
488,40,28538.373468229278,41,2
489,26,51921.56622366184,68,3
490,29,39784.22513787678,68,1
491,18,62609.65323483086,92,9
492,18,40210.640310464136,8,13
493,64,43307.248501778304,2,7
494,51,21656.889035817036,86,1
495,49,43215.405211263846,41,3
496,65,13641.81010056565,55,4
497,42,26241.45764771415,16,4
498,57,61406.21984216446,93,5
499,62,61787.00237976248,62,14
500,18,56381.86342677447,48,3
501,33,35495.3578530618,30,3
502,56,49284.3296578703,12,1
503,22,49945.96191364148,35,7
504,39,32624.529662111858,11,11
505,46,72550.97452650726,64,10
506,20,63160.43435863507,50,14
507,29,46685.53739255504,85,1
508,43,50403.28758491796,21,2
509,33,53125.74211921329,69,13
510,68,19373.97697363564,48,4
511,54,46292.339262191046,20,13
512,39,39770.23628003302,67,4
513,46,34975.69985157627,44,5
514,31,45783.495606710676,33,11
515,45,76965.29790274284,73,2
516,22,59612.64291900515,61,4
517,64,41432.31515325805,9,1
518,66,58588.74172034238,68,2
519,47,70990.33154879004,35,1
520,63,63869.50524369153,81,10
521,69,50894.45554880261,98,10
522,22,40295.94833441639,88,13
523,29,60473.34970420385,96,4
524,33,55902.28078132625,65,4
525,43,63427.89830041598,8,7
526,43,59527.57702522954,45,10
527,65,65743.29072979002,87,11
528,38,41971.47182659148,47,11
529,56,69760.91098451489,40,9
530,53,52963.994070386,76,9
531,50,81128.91308937898,54,5
532,47,39662.18272865648,76,10
533,54,76039.45704747873,46,1
534,40,52968.66175193972,47,1
535,27,40228.72994578327,15,6
536,22,42741.71248918518,19,2
537,53,45194.7903770852,26,8
538,51,56362.48919602875,52,13
539,69,57842.5323205325,93,9
540,48,41394.49994092131,22,13
541,27,49634.68111608526,21,4
542,36,82134.05537917795,51,5
543,49,75913.14755151067,38,11
544,18,56544.85504511048,20,8
545,22,50570.05217252301,29,3
546,62,51800.46990077392,51,5
547,21,59202.769590956246,4,3
548,33,34658.111522023915,55,12
549,41,46139.35193864982,71,10
550,33,24971.238891836158,92,3
551,19,55988.34683907919,28,3
552,66,59707.939095541115,4,13
553,45,42752.20306550939,22,12
554,49,73609.80144935049,76,7
555,44,31613.515054964882,45,7
556,37,28034.376796852695,67,7
557,41,53366.77727839958,86,10
558,29,65706.47453918232,66,8
559,67,75258.91537186803,88,5
560,52,43116.7360569659,34,5
561,50,66180.21250146943,91,14
562,50,49422.372957489395,55,4
563,68,47410.59050088771,1,7
564,60,63254.89906230009,72,10
565,54,59784.84317620129,87,4
566,29,26354.11764523626,38,2
567,20,72148.10524588844,6,4
568,18,70701.37031221177,86,13
569,50,40616.55947735706,25,13
570,57,55937.05300156114,82,8
571,27,57410.45279424108,17,9
572,60,53910.10648735861,61,3
573,61,41745.422692318694,12,7
574,46,39925.64948092923,6,14
575,30,49616.688935128324,90,12
576,29,67590.93528889047,27,14
577,48,58154.002318916486,8,9
578,63,44440.78501870841,83,11
579,19,61575.48065972517,65,4
580,68,7271.8606905488705,57,10
581,67,67231.48550558156,93,3
582,52,23904.293318328506,99,5
583,40,44563.38587895302,40,1
584,34,33204.95158060784,14,3
585,43,30579.777864186413,35,8
586,25,67412.4018106778,48,11
587,46,42984.48198032163,84,8
588,43,55197.55822596073,56,13
589,27,49296.19131681224,49,4
590,43,57155.612408346824,13,2
591,51,51152.32836590383,61,13
592,68,30755.116637171457,49,8
593,58,64944.002291707104,46,8
594,24,42593.65125258031,62,10
595,21,26651.271520103735,8,4
596,67,43578.27258551131,43,3
597,62,72511.39685951466,20,2
598,28,62753.32613170239,97,9
599,46,44770.21798388211,90,1
600,53,44761.13443522357,39,7
601,42,45175.47423173926,85,5
602,38,81151.21975341262,49,8
603,53,55729.0317834733,64,4
604,27,56450.624707866045,62,7
605,54,65454.25181047763,54,13
606,26,53581.8373853977,9,5
607,41,46114.36781268945,88,14
608,52,47054.75226372533,37,5
609,66,48925.98110878904,49,14
610,52,49441.66645235238,41,9
611,65,60914.4431545547,17,9
612,53,50779.18828710949,88,13
613,35,60989.60115823369,21,9
614,66,48789.251298371266,51,12
615,56,51179.52785474136,59,6
616,49,20026.989732018385,39,6
617,41,63744.91512053722,55,5
618,40,55197.32713846989,41,9
619,49,64970.15164789478,39,10
620,54,6556.1693270946635,13,8
621,29,81325.62057171091,64,7
622,66,47906.15557767239,11,7
623,30,66622.74225106275,19,6
624,40,34401.411093117036,11,5
625,42,59191.608575938546,77,13
626,52,34198.76655239516,46,4
627,58,40643.465589562926,45,3
628,47,78710.4703080018,1,3
629,34,47139.7639885498,40,6
630,66,53261.49309769584,19,4
631,37,63051.015960331315,76,12
632,65,57435.22831958907,72,12
633,42,52256.28357715365,72,6
634,39,55474.41503699338,61,3
635,30,86051.23377857413,12,4
636,36,49135.71804449622,61,9
637,66,53016.485700724515,33,5
638,53,65759.81594011417,45,13
639,29,66582.88899436976,90,7
640,58,67805.4545834057,92,10
641,36,59580.95333043777,69,2
642,29,32854.92630904275,8,14
643,26,74501.47298451644,25,14
644,24,32804.81910471968,91,5
645,45,54539.531978585495,46,9
646,31,38685.86224970963,87,11
647,48,49037.92480110511,30,3
648,69,54931.436154552204,47,14
649,36,54820.35823175409,87,9
650,64,56328.81131352927,49,14
651,33,74205.6690358797,47,11
652,22,56803.014522709695,84,6
653,52,46337.65047064027,82,4
654,29,64461.307524325355,18,7
655,42,67842.05733386961,66,8
656,69,31585.88277294511,68,6
657,38,58961.00104774787,94,5
658,53,60517.591134663475,33,6
659,40,45536.54744960012,36,5
660,33,70635.6021996743,82,8
661,56,47749.1661945121,19,1
662,62,51883.64680207313,28,11
663,59,47403.922635741954,40,7
664,56,50233.685713722014,84,10
665,31,33555.87369657197,97,10
666,48,28399.236761085584,76,11
667,22,73917.57594837458,15,2
668,52,37295.57977522508,41,14
669,40,35129.114758155396,39,9
670,46,17699.148295944276,2,1
671,60,40415.57378465746,63,11
672,28,30153.653098887524,29,10
673,35,74630.22740204554,74,6
674,64,65147.25634013952,66,9
675,29,39677.74482233414,51,1
676,26,83786.53708016463,75,4
677,27,64726.48230487391,77,4
678,61,45127.529247370665,10,9
679,34,12508.914276896401,14,11
680,55,84364.13858886113,82,5
681,24,29156.41299854606,51,5
682,63,25319.01879564662,73,6
683,30,65338.5564801446,39,1
684,57,86596.28609508909,28,1
685,59,70764.09227765776,3,9
686,26,58458.636800785396,84,3
687,67,58921.315124979286,70,4
688,44,62801.23338170462,27,1
689,19,61383.92884680148,2,9
690,22,54217.87135954064,93,8
691,46,51563.01655927814,38,2
692,54,49061.103081507164,3,8
693,55,38690.531166999855,16,7
694,36,45789.87384699839,94,11
695,25,24605.647787069218,40,6
696,65,48524.90559807875,2,1
697,62,35171.133392736236,81,7
698,18,33446.160241763435,41,10
699,39,52698.41226730218,12,7
700,69,70880.034295169,35,13
701,34,63774.7490900347,65,14
702,24,26442.490945652346,55,9
703,42,35155.57795144494,45,1
704,62,64111.567819823234,79,2
705,21,35262.68909692536,90,11
706,53,46630.50275004463,85,9
707,23,58250.78148536828,62,13
708,48,35474.83317704547,49,9
709,36,51580.6325921894,95,13
710,61,29989.617576226934,25,6
711,56,40979.48534073179,23,6
712,44,54796.72901213806,24,4
713,27,26105.09399702496,38,4
714,43,56607.121069405985,28,5
715,36,49705.433016099785,21,3
716,56,58287.34931625721,54,1
717,20,53358.712010969924,18,1
718,62,70462.10644960766,36,12
719,30,51878.36753971861,99,13
720,67,43558.91688312121,45,7
721,45,51834.46254548425,73,1
722,37,58149.470435545816,53,1
723,45,50732.901054885566,30,3
724,25,50608.87536805824,60,10
725,58,39470.12468289867,98,4
726,56,40056.48623673578,32,4
727,18,28960.920923004596,67,2
728,20,76243.65114780409,67,1
729,30,31342.051469130725,28,3
730,45,39606.42203306139,44,11
731,66,39223.89101646204,79,4
732,42,63423.86565416662,41,3
733,50,45575.75482561958,63,8
734,55,68716.131090106,23,14
735,23,39897.640636341974,75,10
736,61,54184.91243335703,48,1
737,62,37469.794201103636,32,14
738,49,82177.23691660083,57,2
739,62,32186.02371455731,33,13
740,64,54647.31065340541,24,7
741,38,59506.65321398148,39,4
742,33,56206.986461772474,34,8
743,38,47220.68511683438,56,11
744,28,48052.689503998605,28,13
745,54,50657.17207968664,37,3
746,53,47794.96997557267,7,6
747,52,64458.18675192365,68,9
748,36,83157.84502387026,37,1
749,37,41637.623224882496,56,1
750,35,29452.955306313834,65,8
751,64,48675.76927473118,65,3
752,58,88695.64006481477,47,5
753,66,37944.88148045404,20,1
754,31,74586.75208166102,19,5
755,32,75165.51221114662,29,11
756,48,41696.176374380084,74,6
757,18,58534.74618777913,60,8
758,20,74425.94934692807,18,13
759,33,44313.08388518769,92,14
760,40,46946.29459846457,35,3
761,28,41274.786290770346,43,3
762,29,34778.649039607,95,12
763,27,40260.83682400989,91,11
764,49,31640.895998566153,11,11
765,33,50511.25202388839,49,10
766,25,38450.40153412038,38,9
767,55,53506.788676861215,64,4
768,29,26661.56530694559,69,4
769,41,54963.20348321686,8,12
770,45,62502.93442413387,34,7
771,25,20093.96536142817,48,2
772,45,55610.848547713584,56,8
773,53,68415.03488709938,76,6
774,43,31855.38471963192,65,3
775,25,75088.58580256555,31,9
776,67,56285.285140490676,4,5
777,45,39424.82216362387,50,8
778,45,49163.46383513441,69,7
779,54,58374.903687825834,30,14
780,58,51140.080871186176,88,8
781,53,58081.33988669554,59,7
782,44,36189.89610380951,67,3
783,34,52540.41236054117,75,2
784,26,28794.282546425296,45,7
785,50,48331.60907976949,4,3
786,37,36441.38537802815,26,3
787,30,38967.050861153504,27,2
788,45,68541.39762815656,46,4
789,65,66369.65180891403,64,8
790,46,59137.071813607654,91,12
791,30,33615.308529911315,51,1
792,63,45253.87325457797,50,1
793,52,68196.46549968775,6,12
794,23,52125.753704598574,59,14
795,35,84789.94309972541,15,5
796,68,55899.76759091558,30,11
797,22,52880.73674735047,42,5
798,64,45363.25303696248,37,11
799,42,52003.11357173423,42,12
800,19,47712.952454291844,35,1
801,27,60621.630150328856,87,6
802,47,64350.53475191876,6,1
803,67,38210.158092380756,68,5
804,62,30031.50569663333,18,9
805,22,22456.919403450553,73,12
806,50,57619.86990368816,29,14
807,18,33449.50090739189,77,5
808,35,17706.64110571276,59,6
809,49,55828.67906796446,47,8
810,64,87394.99276149186,17,11
811,66,49908.9363269016,96,1
812,28,62577.36161677463,22,14
813,38,51227.440378213476,68,2
814,43,48516.65520213286,69,9
815,42,63786.14724481653,37,3
816,39,45645.88183717023,49,6
817,44,54010.88471107854,13,5
818,66,54825.467092940205,34,11
819,30,39978.64319535427,86,2
820,50,64880.635243047844,53,14
821,51,47375.60364956887,87,7
822,58,38663.82260760733,51,4
823,52,58047.64765355605,3,1
824,18,36522.98027313444,42,13
825,38,50422.717360536924,98,4
826,65,49863.21505033695,32,6
827,23,66288.43348747367,51,7
828,45,57120.47349319929,85,7
829,34,49624.595618822845,46,14
830,22,62266.494488004304,21,7
831,48,70853.1132352597,44,3
832,22,58367.154595277934,11,6
833,55,50155.28929765071,68,13
834,20,30322.456514747606,1,8
835,40,34023.29505386941,92,4
836,54,45421.629434679984,63,13
837,54,40857.31696761075,24,8
838,27,47195.43045521831,99,2
839,27,50849.74887345661,13,10
840,36,57945.391315350964,98,9
841,34,48942.518329113635,11,9
842,38,57297.52465739303,51,8
843,31,50967.1162221518,17,10
844,26,20368.00150469193,99,14
845,63,35909.96909271869,82,13
846,18,47838.686664175766,86,10
847,68,31854.578857383385,24,1
848,62,58998.93094994307,19,2
849,30,72961.26248515546,37,6
850,21,68281.42777545974,85,10
851,18,46798.35693604688,8,5
852,66,72360.89205274929,28,12
853,57,52230.01185803167,5,14
854,49,44943.71043322941,17,9
855,51,40798.960046885906,36,5
856,45,45462.95470267808,19,2
857,48,44177.34772188157,64,10
858,25,52556.243335632316,91,4
859,56,52408.60971574797,98,9
860,43,50045.69030230122,11,1
861,51,56554.072546195246,54,11
862,20,67859.69412179512,45,1
863,67,64243.312031619855,47,12
864,29,27726.53047325145,12,7
865,18,11691.182976470678,21,11
866,61,64014.79866858911,11,3
867,22,29496.819523768685,92,10
868,47,46628.518971609745,5,2
869,47,32448.304609109608,81,9
870,34,22970.293436299704,56,3
871,65,58121.94092307182,20,2
